creative,goal_DONATE_prediction,goal_DONATE_predicted_prob,goal_CONTACT_prediction,goal_CONTACT_predicted_prob,goal_PURCHASE_prediction,goal_PURCHASE_predicted_prob,goal_GOTV_prediction,goal_GOTV_predicted_prob,goal_EVENT_prediction,goal_EVENT_predicted_prob,goal_POLL_prediction,goal_POLL_predicted_prob,goal_GATHERINFO_prediction,goal_GATHERINFO_predicted_prob,goal_LEARNMORE_prediction,goal_LEARNMORE_predicted_prob,goal_PRIMARY_PERSUADE_prediction,goal_PRIMARY_PERSUADE_predicted_prob,goal_highest_prob
HOUSE/AK01 CLF CAN'T HIDE AGENDA ANY LONGER,0,0.004731214865678855,0,0.006964235923122451,0,0.0076763651795195165,0,0.17054843975411013,0,0.0035498532974840534,0,0.00741490257883061,0,0.023648847413081917,1,0.7411316605751348,1,0.859175985306077,PRIMARY_PERSUADE
HOUSE/AK01 CLF FUNDED BY EXTREMISTS,0,0.004498659088949904,0,0.0072453471240216515,0,0.010444824840925144,0,0.06870334109465931,0,0.003090529947090163,0,0.009118960746329214,0,0.016993903058332475,1,0.8255336047893778,1,0.8809309663182059,PRIMARY_PERSUADE
HOUSE/AK01 CLF LIBERAL AGENDA,0,0.0029328538776794404,0,0.006690441393545001,0,0.0064072778665923355,0,0.029916753730278082,0,0.003090529947090163,0,0.0066035754884745616,0,0.016879305073504217,1,0.8982463887203896,1,0.951300052252531,PRIMARY_PERSUADE
HOUSE/AK01 DCCC SHRINKING,0,0.0072986329971794495,0,0.017151454303560514,0,0.005935060714579822,0,0.04471804415013851,0,0.005058051557130656,0,0.026260470873837094,0,0.022962977061614494,1,0.7609847918248906,1,0.8683277397909909,PRIMARY_PERSUADE
HOUSE/AK01 DCCC THE ROAD HAS BEEN LONG,0,0.0036195612988632678,0,0.006690441393545001,0,0.006585991551861594,0,0.042023308887119463,0,0.009779962127680047,0,0.008318848781542336,0,0.03773673505217824,1,0.7511940517678297,1,0.869934234241085,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN BRINGING ALASKANS TOGETHER,0,0.014660763905839497,0,0.009020562188875354,0,0.00844564785415598,0,0.041350179838960346,0,0.004087273035203251,0,0.026513910754430464,0,0.019553746556439683,0,0.49757336243122396,1,0.6249297521680282,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN HARD WORK,0,0.0036842835289606257,0,0.007819299800594596,0,0.006652532904637864,0,0.02362248896217116,0,0.003826872513227323,0,0.004963789812999744,0,0.019413198144011795,1,0.8712451572989581,1,0.9341491574190981,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN IS HE REALLY,0,0.01873985424244424,0,0.008170219112131562,0,0.011651793915965606,0,0.05225459287862491,0,0.005439898752566163,0,0.00987276066747103,0,0.022833985809799257,1,0.6160721883476652,1,0.7453108322099076,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN MARTY RUTHERFORD,0,0.00681885796800627,0,0.011679447246669354,0,0.007342170184570548,0,0.029373661669567463,0,0.005058051557130656,0,0.007848848464639346,0,0.023546809794541754,1,0.7523411793889132,1,0.8182903721690444,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN PHIL MORROW,0,0.030595847165720835,0,0.009776965617680464,0,0.006302329084685953,0,0.032304401617619716,0,0.0036558147788405744,0,0.011225032650731668,0,0.02626872868979667,0,0.4443091651200771,1,0.6683254782989649,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN TIRED ATTACKS,0,0.004088802320117122,0,0.007867370368620842,0,0.005935060714579822,0,0.022628354250620222,0,0.0032564479087774066,0,0.011924073731516412,0,0.01939258324707243,1,0.8264535005264622,1,0.8782720599074942,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN TRIPS,0,0.0056444578477179465,0,0.006690441393545001,0,0.0072921855660034104,0,0.03223572410982814,0,0.003899971785008042,0,0.012900607256435576,0,0.020985608903688523,1,0.5890872123361314,1,0.8125402482357991,PRIMARY_PERSUADE
HOUSE/AK01 GALVIN&DCCC TRIPS,0,0.005936500133454288,0,0.006690441393545001,0,0.007741694489292916,0,0.02718105026817523,0,0.003899971785008042,0,0.012900607256435576,0,0.020985608903688523,1,0.5562846184533612,1,0.7949765427718233,PRIMARY_PERSUADE
HOUSE/AK01 HOUSEMAJPAC A LONG TIME,0,0.00452090151979248,0,0.007952035903522173,0,0.009749049708286366,0,0.05909712854892664,0,0.003090529947090163,0,0.0060432013882155185,0,0.02430717120686427,1,0.802108903493727,1,0.9041823985451786,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG ENDORSEMENT,0,0.008031299293656329,0,0.011276985248014395,0,0.006277962735343649,0,0.046818493173649674,0,0.006333117275403924,0,0.005397590386261403,0,0.02148891865793351,1,0.7130845281359153,1,0.8915687139357495,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG MISLEADING VOTERS,0,0.008133537017574003,0,0.00890219688237615,0,0.0076763651795195165,0,0.03888215967573304,0,0.003090529947090163,0,0.016221261660349193,0,0.017971444377334646,1,0.611783374655209,1,0.7776619652084109,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG NOT ABOUT DON,0,0.006710094432691962,0,0.00890219688237615,0,0.007541059616089441,0,0.05815916820617182,0,0.005526052758368845,0,0.027099871050547536,0,0.02240695216785691,1,0.7563534059340602,1,0.8942582553565936,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG ONLY ONE,0,0.009220003475864182,0,0.007600638597791948,0,0.006116729754669726,0,0.03642970589899301,0,0.007251182158595323,0,0.007356619882248347,0,0.01934064674476779,1,0.6544600135742027,1,0.7554918902905307,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG WHATS SHE HIDING,0,0.005664400251803868,0,0.008478539294814031,0,0.019601040240132962,0,0.02739760390328136,0,0.005058051557130656,0,0.013328092939161594,0,0.01972945449851283,1,0.7062351256764965,1,0.7938581910180754,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG&AKRP ENDORSEMENT,0,0.007359272338864187,0,0.011601099499848458,0,0.0060143903866584515,0,0.046818493173649674,0,0.005863431696300674,0,0.005100016856183999,0,0.018178181403947814,1,0.7568636420170806,1,0.9138158203100177,PRIMARY_PERSUADE
HOUSE/AK01 YOUNG&AKRP SPENDING MILLIONS,0,0.005115963567551597,0,0.00732534747455952,0,0.007004211465522395,0,0.022908816273236033,0,0.0033056962913165858,0,0.0076838362882239945,0,0.023845301653709683,1,0.8093092940293962,1,0.8699867208340352,PRIMARY_PERSUADE
HOUSE/AL01 AVERHART MAN OF THE PEOPLE,0,0.003943112944293968,0,0.033670279102775834,0,0.006840023130027827,0,0.02825993830759612,0,0.003090529947090163,0,0.016415275389708443,0,0.015238491900501453,1,0.7838512356610492,1,0.929339547701195,PRIMARY_PERSUADE
HOUSE/AL01 CARL LOST THEIR MIND,0,0.005612621014532506,0,0.007274401337954921,0,0.005414847373833284,0,0.023764046974219043,0,0.028902143707493538,0,0.006530316690445659,0,0.026314971327504294,1,0.571699977320075,1,0.7862936314810464,PRIMARY_PERSUADE
HOUSE/AL02 HARVEY-HALL MAKE THE RIGHT INVESTMENTS,0,0.0054876986169748575,0,0.007001233222725457,0,0.010536422997482033,0,0.041788787837337485,0,0.004339194737054024,0,0.010817773990601211,0,0.10469425653615282,1,0.5481977410584884,1,0.6881654145743967,PRIMARY_PERSUADE
HOUSE/AL02 MOORE APPROVES PRESIDENT DONALD,0,0.007496246485991797,0,0.009986451316401936,0,0.008488051746300362,0,0.06460694610406163,0,0.0036558147788405744,0,0.060345743253933305,0,0.02544574178906495,1,0.5898058153393897,1,0.6777281368114048,PRIMARY_PERSUADE
HOUSE/AL04 ADERHOLT ADOPTION 60,0,0.024135676328659796,0,0.0209482067460555,0,0.020184315627218924,0,0.05160345987788849,0,0.0034716142530038297,0,0.008478163327435687,0,0.027293940004669136,0,0.41734943816104686,1,0.6367390582690383,PRIMARY_PERSUADE
HOUSE/AL04 ADERHOLT CHINA,0,0.02870778628340491,0,0.013965097035551051,0,0.009833360766769172,0,0.03316440491917627,0,0.004124028392827601,0,0.0071584609625641345,0,0.30948777760851043,0,0.1871574989691373,0,0.2771968971204992,GATHERINFO
HOUSE/AL04 ADERHOLT THE INTERNET,0,0.0039056540780400143,0,0.007001233222725457,0,0.0065404201884039,0,0.02794052110817481,0,0.004087273035203251,0,0.004963789812999744,0,0.020205274365769924,1,0.5800810424447062,1,0.7408589410083231,PRIMARY_PERSUADE
HOUSE/AR02 ABA LEADER FOR ARKANSAS,0,0.010163176071597581,0,0.048008713980126946,0,0.01043706757269956,0,0.057193338787677725,0,0.003090529947090163,0,0.007266104248930089,0,0.02978012133251397,1,0.758932831430656,1,0.8521195683730609,PRIMARY_PERSUADE
HOUSE/AR02 CLF BAD ENOUGH,0,0.007278799088060313,0,0.006703324229960328,0,0.0072372214026641644,0,0.03234062936775228,0,0.006322755046694564,0,0.0071515864669149005,0,0.016527694209927564,1,0.7696021362605876,1,0.8681738607918913,PRIMARY_PERSUADE
HOUSE/AR02 CLF COMMONSENSE MEASURES,0,0.005086857938358082,0,0.009719130896664041,0,0.012560925839746022,0,0.05398867655861186,0,0.0036451302032669613,0,0.02149159060049892,0,0.03334048667027534,1,0.8648518304222432,1,0.9051608837111165,PRIMARY_PERSUADE
HOUSE/AR02 CLF NEVER STOP RAISING TAXES,0,0.002406690775736733,0,0.0072453471240216515,0,0.012812273965786382,0,0.0326977036474951,0,0.0032564479087774066,0,0.005724201454000792,0,0.028124832731385236,1,0.877866669519131,1,0.9002322623820089,PRIMARY_PERSUADE
HOUSE/AR02 CLF WHOSE SIDE IS SHE ON,0,0.010220666766308199,0,0.006690441393545001,0,0.005900157318947372,0,0.03234062936775228,0,0.00440360714047372,0,0.007103750107303913,0,0.021108400747411916,1,0.8418302908578855,1,0.9037417954312337,PRIMARY_PERSUADE
HOUSE/AR02 DCCC DO THE MATH,0,0.006620464160709412,0,0.008906315939472744,0,0.00759926326844056,0,0.0946131611945462,0,0.0033056962913165858,0,0.006441221346848387,0,0.020187852545014373,1,0.7219957256182498,1,0.8961992232960967,PRIMARY_PERSUADE
HOUSE/AR02 DCCC IT'S BEEN A TOUGH YEAR,0,0.003288360356178628,0,0.009309751593740959,0,0.0069215412565401535,0,0.024482527302479986,0,0.003090529947090163,0,0.006812675228920805,0,0.01417849181284051,1,0.7931454529817893,1,0.9325728121679979,PRIMARY_PERSUADE
HOUSE/AR02 DCCC MONEY COMES FIRST,0,0.0036627485098846843,0,0.008225830433099624,0,0.011863138762773996,0,0.03911599423899983,0,0.0037157712591712974,0,0.006775695466993007,0,0.013879220114913111,1,0.8495440591479884,1,0.9381842909119551,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT A LITTLE SECRET,0,0.006211650691904255,0,0.009578896605037128,0,0.012266574687478094,0,0.04131056705093646,0,0.003090529947090163,0,0.007240411769386357,0,0.0163282127476413,1,0.6975996393392354,1,0.8238614700816319,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT I APPROVE,0,0.006366123627960305,0,0.015550551338290709,0,0.008259003523540843,0,0.06469814403212823,0,0.0032564479087774066,0,0.012045875580946996,0,0.05227771396259492,1,0.7274449845559492,1,0.8938534129443227,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT KIDNEY TRANSPLANT,0,0.00468512029531277,0,0.009226311134210213,0,0.014933342003506503,0,0.05353658594880981,0,0.004307050518990818,0,0.039927407692402425,0,0.03080853361072759,1,0.675256044291612,1,0.6722837762581455,LEARNMORE
HOUSE/AR02 ELLIOTT MY GRANDMOTHERS HOUSE,0,0.004878351111333954,0,0.026924974940650534,0,0.02721024341806258,0,0.07446382574529826,0,0.003090529947090163,0,0.015751637876246435,0,0.01920734437367983,1,0.6262697748702517,1,0.8603661567985473,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT REPUBLICANS AGREE,0,0.007754215087085504,0,0.010379502954464725,0,0.012734680829482828,0,0.06307276020351628,0,0.003872106690976828,0,0.031390636557368026,0,0.019896554034965423,0,0.48668176857386736,1,0.6613522229046969,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT TEACHER,0,0.008578766214704317,0,0.008322355995062824,0,0.009320378319394251,0,0.03110252801442253,0,0.0037157712591712974,0,0.012359000751631856,0,0.017229033547653913,1,0.6545499926710814,1,0.7735565933355992,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT THE MOST IMPORTANT ELECTION,0,0.02197772039567332,0,0.008170219112131562,0,0.013484541167993622,0,0.0674079811419909,0,0.003826872513227323,0,0.006530316690445659,0,0.02694618745212498,1,0.5777571182415004,1,0.7390102825743039,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT THESE ARE MY MOTHERS HANDS 60,0,0.006211650691904255,0,0.008478539294814031,0,0.005729521123994408,0,0.04187730336936599,0,0.0046187734847001425,0,0.01675501065208583,0,0.014514127136033183,1,0.8283360406155262,1,0.8880125112339887,PRIMARY_PERSUADE
HOUSE/AR02 ELLIOTT WHAT TOUGHENED ME UP 60,0,0.0063933075810478045,0,0.00754819586753237,0,0.006959164885485198,0,0.02891977657346355,0,0.0041044535536608525,0,0.013304370658810556,0,0.049908193705905504,1,0.7719011388138451,1,0.8593254033816522,PRIMARY_PERSUADE
HOUSE/AR02 ESAFUND CHAMPION,0,0.003840941454045902,0,0.02399806785903292,0,0.007606137229667933,0,0.043890506072242985,0,0.0036451302032669613,0,0.006055279992017708,0,0.017117344507593484,1,0.9141217891298525,1,0.9350963153387062,PRIMARY_PERSUADE
HOUSE/AR02 HILL BEEN A TOUGH YEAR,0,0.031865772356754536,0,0.011698345616766359,0,0.010838593735012704,0,0.029608575110051764,0,0.003090529947090163,0,0.02311352656213654,0,0.022011432703115508,0,0.44254476668453807,1,0.6915400212103832,PRIMARY_PERSUADE
HOUSE/AR02 HILL CELLPHONE BILL,0,0.010889665281630892,0,0.0061873851990767725,0,0.015350998804169326,0,0.041211695214406284,0,0.005360134796681602,0,0.008793791636074084,0,0.028673134695528638,0,0.39543242925184335,1,0.6530806725002529,PRIMARY_PERSUADE
HOUSE/AR02 HILL CUT TAXES,0,0.004224359354902104,0,0.008170219112131562,0,0.007342170184570548,0,0.029917408369767418,0,0.0033056962913165858,0,0.009747780353040249,0,0.018868996652756903,1,0.862997699772222,1,0.9301175687164225,PRIMARY_PERSUADE
HOUSE/AR02 HILL DEPENDANT ON CHINA,0,0.004443234447926859,0,0.00754819586753237,0,0.055425500147200074,0,0.04322641442664434,0,0.003090529947090163,0,0.008013394877927703,0,0.03936459084858676,1,0.6661540837180653,1,0.7877344579755725,PRIMARY_PERSUADE
HOUSE/AR02 HILL KNOW WHAT IT TAKES,0,0.005391926199896991,0,0.007001233222725457,0,0.008278542639859963,0,0.04065118496491726,0,0.0034716142530038297,0,0.0190681317885399,0,0.030201115524761374,1,0.5831632329208548,1,0.7879996790653765,PRIMARY_PERSUADE
HOUSE/AR02 HILL SECRET,0,0.00403899269385959,0,0.006429529700382878,0,0.009258627818137074,0,0.14478030673427522,0,0.0032564479087774066,0,0.011347536865204202,0,0.021108400747411916,1,0.7106313824889829,1,0.846436300809668,PRIMARY_PERSUADE
HOUSE/AR02 HILL WASHINGTON ALLIES,0,0.008382034549678015,0,0.012125710582899485,0,0.007354415285474305,0,0.040774539400212806,0,0.006914034306514084,0,0.03324445504149183,0,0.021956093670683654,1,0.6855948553062341,1,0.6753089545681817,LEARNMORE
HOUSE/AR02 HILL WHEN MY DAD WENT TO CONGRESS,0,0.0038978825252763945,0,0.02352536859912677,0,0.021879773607566363,0,0.02726263439961643,0,0.0034716142530038297,0,0.032451220721993704,0,0.021992826954772483,1,0.732617785552805,1,0.814118189276575,PRIMARY_PERSUADE
HOUSE/AR02 HOUSEMAJPAC DEVESTATING CRISIS,0,0.003926309481491531,0,0.011928063616750155,0,0.005761819488156581,0,0.028499515709655303,0,0.003090529947090163,0,0.006055279992017708,0,0.015673199135782367,1,0.879672055175708,1,0.9509446847680756,PRIMARY_PERSUADE
HOUSE/AR02 HOUSEMAJPAC TAKEN US FOR A RIDE,0,0.018625727768041608,0,0.007001233222725457,0,0.006302329084685953,0,0.03787210577001206,0,0.008260934336601942,0,0.00950555273149147,0,0.016503134954300464,1,0.8414592383639926,1,0.9117095209354281,PRIMARY_PERSUADE
HOUSE/AR02 HOUSEMAJPAC UPHILL FIGHT,0,0.005724952182454441,0,0.012823881390926797,0,0.00902718263390824,0,0.06662147881711639,0,0.0070694598415410835,0,0.005100016856183999,0,0.027173694473328187,1,0.8445040369713002,1,0.9045259354523617,PRIMARY_PERSUADE
HOUSE/AR02 NEAAF CHANGE TAKES COURAGE,0,0.003433071534681593,0,0.010103202877517491,0,0.007541059616089441,0,0.04604411898886779,0,0.003899971785008042,0,0.00950555273149147,0,0.025223933530394184,1,0.8247520615443125,1,0.9191582302781826,PRIMARY_PERSUADE
HOUSE/AR02 WOMENVOTE SECRET,0,0.0069092925610018665,0,0.019321651990925663,0,0.057532416835584584,0,0.04258128448298049,0,0.0041411325573035744,0,0.011356311949670643,0,0.021836780572735644,1,0.7638013174206886,1,0.8706253881269206,PRIMARY_PERSUADE
HOUSE/AR03 WILLIAMS NURSE AND PROUD ARKANSAN,0,0.006229299101876955,0,0.0096496481922231,0,0.0085749038356407,0,0.07793121563652568,0,0.0032564479087774066,0,0.10078700590528307,0,0.02930698151694385,1,0.5337419054264164,1,0.7747910292476248,PRIMARY_PERSUADE
HOUSE/AR03 WILLIAMS WE KNOW CHICKENS,0,0.010538020073833346,0,0.013180929640183622,0,0.008151213401906526,0,0.038418982132581714,0,0.003090529947090163,0,0.013328092939161594,0,0.018853305712593953,1,0.6180565438722353,1,0.7512305853188312,PRIMARY_PERSUADE
HOUSE/AR03 WOMACK I BELIEVE,0,0.007079379094307071,0,0.030261329941622932,0,0.01880508172587731,0,0.04927765708096753,0,0.003090529947090163,0,0.027398042625776782,0,0.016044937615878,1,0.7511940517678297,1,0.8711859900509653,PRIMARY_PERSUADE
HOUSE/AR04 HARTZLER CHINA LIED,0,0.0059134564851541,0,0.010103202877517491,0,0.007964750049823615,0,0.037075494438567155,0,0.0032564479087774066,0,0.009312127549460602,0,0.03159533637779113,1,0.7539992640220821,1,0.8212614889657668,PRIMARY_PERSUADE
HOUSE/AR04 WESTERMAN I DISAGREE,0,0.007347947369802226,0,0.006964235923122451,0,0.00713951702895247,0,0.08050404670854741,0,0.0046187734847001425,0,0.04523691241131335,0,0.04834002482592193,1,0.5666876525584461,1,0.7722519748224037,PRIMARY_PERSUADE
HOUSE/AZ01 ALF CASES,0,0.0023628053443706123,0,0.00754325611678678,0,0.044981294187009316,0,0.2787317092724988,0,0.0032564479087774066,0,0.004963789812999744,0,0.016291748872032136,1,0.8477571275391818,1,0.9136933556136497,PRIMARY_PERSUADE
HOUSE/AZ01 ALF TAXES 15,0,0.002420712483002899,0,0.03011499048600231,0,0.005900157318947372,0,0.02956506146921411,0,0.003090529947090163,0,0.005757706461940304,0,0.012734741645433428,1,0.9126161653191859,1,0.9688752064387842,PRIMARY_PERSUADE
HOUSE/AZ01 DCCC HEALTH CRISIS,0,0.004288854091234105,0,0.006964235923122451,0,0.006757481686544246,0,0.04456628061623653,0,0.004713842665664214,0,0.006870955643069323,0,0.017971444377334646,1,0.7267717369718552,1,0.8835953016934539,PRIMARY_PERSUADE
HOUSE/AZ01 DCCC THINK ABOUT OUR HEALHCARE,0,0.003657019992821895,0,0.006461179728654223,0,0.0064072778665923355,0,0.03408938466119775,0,0.006078598040527097,0,0.005411153737993495,0,0.016993903058332475,1,0.8308281078875565,1,0.896488112956171,PRIMARY_PERSUADE
HOUSE/AZ01 NRCC BOUGHT AND PAID FOR,0,0.00840328136782405,0,0.012206919456884815,0,0.007362632918453909,0,0.026817951744150328,0,0.003090529947090163,0,0.006573382112991919,0,0.0193822874650382,1,0.8486483080875835,1,0.9278052116541613,PRIMARY_PERSUADE
HOUSE/AZ01 OHALLERAN HEALTHCARE,0,0.004428727659000258,0,0.007274401337954921,0,0.006757481686544246,0,0.03033918989052822,0,0.003872106690976828,0,0.04163954047723531,0,0.027537027079252315,1,0.8691010474222042,1,0.9121730972470801,PRIMARY_PERSUADE
HOUSE/AZ01 OHALLERAN&DCCC PROTECTED OUR FAMILIES,0,0.006733615979854195,0,0.009323410932386074,0,0.006585991551861594,0,0.031272320859344574,0,0.004339194737054024,0,0.005708727268070899,0,0.018249874447775014,1,0.8093092940293962,1,0.8770066855204859,PRIMARY_PERSUADE
HOUSE/AZ01 SHEDD&NRCC STRUGGLING THROUGH THE PANDEMIC,0,0.00644414689893055,0,0.020259488913717056,0,0.007259989367043938,0,0.031609895124551604,0,0.004339194737054024,0,0.00594548889708677,0,0.01959828125560113,1,0.6030620859141844,1,0.769128119631526,PRIMARY_PERSUADE
HOUSE/AZ01 SHEDD&NRCC STRUGGLING THROUGH THE PANDEMIC MOTHER,0,0.006534591667311776,0,0.015889660069535363,0,0.006277962735343649,0,0.0240938392491526,0,0.006333117275403924,0,0.005902143467265215,0,0.016843950564428604,1,0.8496641734659958,1,0.9083263774575263,PRIMARY_PERSUADE
HOUSE/AZ02 MARTIN FRED DAVIS 15,0,0.004238004012181085,0,0.008170219112131562,0,0.006682712060512911,0,0.036167842256671925,0,0.003090529947090163,0,0.008447238912127276,0,0.015585616207885634,1,0.8348672712258072,1,0.9078235589761214,PRIMARY_PERSUADE
HOUSE/AZ02 MARTIN PEGGY DAVIS 15,0,0.0050318016166419986,0,0.008739450987976155,0,0.012497781352592802,0,0.05917381040136672,0,0.0045833517432214916,0,0.03196863190761216,0,0.02626872868979667,1,0.5493327102691484,1,0.854116635777972,PRIMARY_PERSUADE
HOUSE/AZ06 CFGACTION BILLS,0,0.00571737467092809,0,0.01236971527067335,0,0.0450336728380869,0,0.05851734521318608,0,0.005863431696300674,0,0.006389754112162327,0,0.017545215508396543,1,0.7656903920906837,1,0.8685990833262738,PRIMARY_PERSUADE
HOUSE/AZ06 CFGACTION IT'S NOT YOU,0,0.0034875172270792077,0,0.007600638597791948,0,0.0061952720515234105,0,0.03369734536242062,0,0.005863431696300674,0,0.008687142685229913,0,0.016121688328791624,1,0.8277387898415018,1,0.8769524768196537,PRIMARY_PERSUADE
HOUSE/AZ06 DCCC ETHICS VIOLATIONS,0,0.009999084060868302,0,0.008496456371968589,0,0.024485530493634007,0,0.0278652072197777,0,0.0032564479087774066,0,0.007866302106115018,0,0.021688293072063373,1,0.6766702007552718,1,0.7426539437813356,PRIMARY_PERSUADE
HOUSE/AZ06 HOUSEMAJPAC ABUSING TAXPAYER MONEY,0,0.002217535056570779,0,0.0061873851990767725,0,0.006944126017159382,0,0.022656553047215568,0,0.003090529947090163,0,0.005251390877259824,0,0.012364521463882564,1,0.8863340375889385,1,0.9525672430069034,PRIMARY_PERSUADE
HOUSE/AZ06 HOUSEMAJPAC HIS HOUSE,0,0.0122820413197132,0,0.012151900302060752,0,0.010252819137390208,0,0.05158163545841141,0,0.00527915940702826,0,0.005724201454000792,0,0.023286895359889342,1,0.6876461059359191,1,0.8392037677446829,PRIMARY_PERSUADE
HOUSE/AZ06 TIPIRNENI BETRAYED US,0,0.0023754858528762224,0,0.0061873851990767725,0,0.006466816188749405,0,0.02941085206968473,0,0.0032564479087774066,0,0.005621479418756049,0,0.020472298910865935,1,0.9059788443104428,1,0.9371471748275518,PRIMARY_PERSUADE
HOUSE/AZ06 TIPIRNENI FIGHT CORRUPTION,0,0.004173772307593997,0,0.008236394793507925,0,0.009833360766769172,0,0.056287220691889656,0,0.0032564479087774066,0,0.014650162186497447,0,0.044295314737948954,1,0.8232762135660903,1,0.8705594384463131,PRIMARY_PERSUADE
HOUSE/AZ06 TIPIRNENI IN THE ER,0,0.014858543437936208,0,0.014845729249604242,0,0.01704357438538771,0,0.03952415221554338,0,0.0034406484346141512,0,0.010039144477608002,0,0.0245249942390657,1,0.6739991200455923,1,0.7856852071118772,PRIMARY_PERSUADE
HOUSE/CA01 DENNEY TREE SHAKER,0,0.016788663107146717,0,0.013176466861753711,0,0.00939531848796626,0,0.05404552564487816,0,0.003992790474914566,0,0.013673645029088726,0,0.028248827697777278,1,0.6823795030442219,1,0.8351023139306513,PRIMARY_PERSUADE
HOUSE/CA04 CAMODERATES TURNED HIS BACK,0,0.0071528898270697494,0,0.011388766115743586,0,0.008215556608472894,0,0.05660451156327016,0,0.003872106690976828,0,0.007349362168079375,0,0.03987127077547619,1,0.8871411095422428,1,0.9158389881866451,PRIMARY_PERSUADE
HOUSE/CA04 KENNEDY FIRES,0,0.00910717143583393,0,0.007586259167721644,0,0.008516381090031633,0,0.040242791543244144,0,0.0032564479087774066,0,0.02641378262434073,0,0.049086116670588965,1,0.5992936272644076,1,0.8345170223745626,PRIMARY_PERSUADE
HOUSE/CA10 HARDER ASTHMA SP,0,0.002743723767898391,0,0.0061873851990767725,0,0.03343182509225366,0,0.033836720749668085,0,0.007674715102329834,0,0.005809261853902514,0,0.028458627495815673,0,0.31407818655721,1,0.682296120655898,PRIMARY_PERSUADE
HOUSE/CA10 HARDER WATER LIFEBLOOD,0,0.0055863769808336215,0,0.013181498800094425,0,0.007263713563762,0,0.02664785573767972,0,0.0032564479087774066,0,0.008615849622809662,0,0.014989620426879818,1,0.5831632329208548,1,0.8515768680968674,PRIMARY_PERSUADE
HOUSE/CA10 HARDER YOU WORKED HARD,0,0.008804589635458895,0,0.00920043914852573,0,0.012094985458000399,0,0.039214262621007794,0,0.0035498532974840534,0,0.005548964407337228,0,0.023303083665384243,1,0.660247505956286,1,0.8029482607746832,PRIMARY_PERSUADE
HOUSE/CA10 HARDER&DCCC AZ SIMMONS,0,0.0030401533802853578,0,0.012190131534819265,0,0.006373099645190914,0,0.020826760165033886,0,0.003090529947090163,0,0.052950128576031215,0,0.01990843725746058,1,0.8150187085869195,1,0.9315326939664377,PRIMARY_PERSUADE
HOUSE/CA11 SHARMA FIGHTING,0,0.010598485720437908,0,0.007083202973253414,0,0.006631004524243974,0,0.08795493050021497,0,0.0037157712591712974,0,0.009653627758986448,0,0.01723208864075833,1,0.6696053451343131,1,0.8122783503875892,PRIMARY_PERSUADE
HOUSE/CA16 COOKINGHAM DEMOCRATS SP,0,0.002217535056570779,0,0.0061873851990767725,0,0.008083096561274964,0,0.021549358795799937,0,0.003090529947090163,0,0.005251390877259824,0,0.012562058845906488,1,0.8962360139327203,1,0.8549107355076726,LEARNMORE
HOUSE/CA16 COOKINGHAM FORTY YEARS,0,0.004109978498727928,0,0.007819299800594596,0,0.006302329084685953,0,0.02789465369840543,0,0.0037157712591712974,0,0.0350250387584045,0,0.035358473407333696,1,0.7141747908514715,1,0.8825818374975127,PRIMARY_PERSUADE
HOUSE/CA16 COOKINGHAM FUNDRAISING,0,0.006400374077074866,0,0.008906315939472744,0,0.00887074246795749,0,0.06449344896480504,0,0.003090529947090163,0,0.017089464024166768,0,0.03037125863180982,1,0.5966221112544052,1,0.7838125931846492,PRIMARY_PERSUADE
HOUSE/CA20 PANETTA DIFFICULT YEAR,0,0.003473877888370152,0,0.018987788459496627,0,0.005314256565154253,0,0.043668584952824455,0,0.0032564479087774066,0,0.00983156977225087,0,0.015492171751930444,1,0.795746084766884,1,0.8683133906768736,PRIMARY_PERSUADE
HOUSE/CA21 315ACTIONFUND SAME OLD SONG,0,0.00443373290965281,0,0.01742068833127497,0,0.027076481322182735,0,0.025453305734211763,0,0.003090529947090163,0,0.010414043556410558,0,0.013889229839377326,1,0.6990184705279735,1,0.7925283892783814,PRIMARY_PERSUADE
HOUSE/CA21 CLF ALWAYS BENEFITS,0,0.005150465768248345,0,0.010979076255249267,0,0.006757481686544246,0,0.026511582724812334,0,0.0036558147788405744,0,0.005115163834075569,0,0.02074266700717191,1,0.665350575356428,1,0.7506148322409933,PRIMARY_PERSUADE
